fold,pr_auc,roc_auc
1,0.9991471700302706,0.9987848389265215
2,0.998235277054573,0.9987970711297071
3,0.9998153253588804,0.9998239348055737
4,0.9986576606550065,0.9986431478968792
5,0.9999647788109325,0.9999741200828157
6,0.9997754510016159,0.9998208435708436
7,0.9994346561410055,0.9991613596456745
8,0.9999534366657872,0.9999494144725195
9,0.999817379272564,0.999797473481684
10,0.9995566009877678,0.9995192307692308
