fold,pr_auc,roc_auc
1,0.9981868424397892,0.9974662598893428
2,0.9985679527320175,0.9990062761506276
3,0.9998397493113604,0.999849086976206
4,0.9994725468174279,0.9994472084024324
5,0.9999647788109325,0.9999741200828157
6,0.9994742394011553,0.9995904995904996
7,0.9990538427282429,0.9986110019131482
8,0.9999299856081445,0.9999241217087792
9,0.9999543225179086,0.9999493683704209
10,0.9997648586275184,0.999746963562753
