fold,pr_auc,roc_auc
1,0.8548933213920105,0.8227157557267698
2,0.8048416967920099,0.8744246861924686
3,0.8129109760829313,0.8082398510991499
4,0.7712142389490662,0.7629906025428413
5,0.833602436288467,0.85194099378882
6,0.6987279450988678,0.7822225634725635
7,0.8923814090414498,0.8609429462483948
8,0.8658544299824467,0.8415155424033185
9,0.8308383582198884,0.8049796207690944
10,0.8474071642333112,0.8504681174089068
