fold,pr_auc,roc_auc
1,0.8903232158437355,0.88356371708203
2,0.8323295168820646,0.8372613065326633
3,0.837967432504553,0.868272274988693
4,0.8250284562695114,0.8177976759394334
5,0.9349120165464101,0.9369649215849687
6,0.9178039957948,0.9051366707616708
7,0.773349460011926,0.842015133412983
8,0.8894318098855943,0.8939749905267147
9,0.8941408532404498,0.8710101244300178
10,0.7948378308896379,0.8263672122827053
