fold,pr_auc,roc_auc
1,0.8959551202653054,0.900436670200414
2,0.8269326122933602,0.8735280797101449
3,0.8431507558047923,0.8666379703246063
4,0.8397549929599855,0.860397284385215
5,0.8927243580232174,0.860247959824231
6,0.860270197412253,0.8824966456545404
7,0.8995998401789309,0.8436621621621622
8,0.8592642276372499,0.8609574333712264
9,0.8566238277898737,0.8704896907216495
10,0.870248753133672,0.8917220606564188
