fold,pr_auc,roc_auc
1,0.7839143291454097,0.8322047809582436
2,0.896258886101172,0.9142907783460779
3,0.9006736091111831,0.8489159891598915
4,0.8778786984781526,0.8738191975622143
5,0.9255547978844406,0.9060341324664769
6,0.8441057615051581,0.8533941236068895
7,0.8863892813561408,0.893097090321277
8,0.8750573551682671,0.8979576107899807
9,0.8746209015232038,0.8873383511820571
10,0.8210192774738733,0.8060858585858586
