fold,pr_auc,roc_auc
1,0.9270949158318934,0.9061740524329075
2,0.8694354731338709,0.9093357740585775
3,0.8877878070393941,0.9035917299662962
4,0.8922644004183142,0.9007362179003969
5,0.9075125297218742,0.9181159420289855
6,0.8362019670105465,0.8815392096642097
7,0.904987701191739,0.8863118169667427
8,0.901537543523499,0.8969319877583022
9,0.8944640397139686,0.8922812080706818
10,0.9036448774288242,0.911804149797571
