year,month,mei,pdo,mei_lag03,pdo_lag03,mei_lag06,pdo_lag06,mei_lag09,pdo_lag09,mei_lag12,pdo_lag12
2022,11,-1.72,-2.4,-2.17,-2.38,-1.6,-2.23,-1.01,-1.91,-1.46,-2.75
2022,12,-1.53,-2.21,-1.75,-2.28,-1.63,-1.31,-0.98,-1.67,-1.39,-2.71
2023,1,-1.27,-1.24,-1.73,-1.81,-1.9,-2.63,-1.31,-2.09,-1.2,-2.4
2023,2,-1.11,-1.65,-1.72,-2.4,-2.17,-2.38,-1.6,-2.23,-1.01,-1.91
2023,3,-0.91,-2.45,-1.53,-2.21,-1.75,-2.28,-1.63,-1.31,-0.98,-1.67
2023,4,-0.76,-3.08,-1.27,-1.24,-1.73,-1.81,-1.9,-2.63,-1.31,-2.09
2023,5,-0.36,-2.41,-1.11,-1.65,-1.72,-2.4,-2.17,-2.38,-1.6,-2.23
2023,6,-0.06,-2.55,-0.91,-2.45,-1.53,-2.21,-1.75,-2.28,-1.63,-1.31
2023,7,0.43,-2.54,-0.76,-3.08,-1.27,-1.24,-1.73,-1.81,-1.9,-2.63
2023,8,0.51,-2.48,-0.36,-2.41,-1.11,-1.65,-1.72,-2.4,-2.17,-2.38
2023,9,0.51,-2.99,-0.06,-2.55,-0.91,-2.45,-1.53,-2.21,-1.75,-2.28
2023,10,0.69,-2.23,0.43,-2.54,-0.76,-3.08,-1.27,-1.24,-1.73,-1.81
2023,11,0.48,-1.79,0.51,-2.48,-0.36,-2.41,-1.11,-1.65,-1.72,-2.4
2023,12,0.91,-1.66,0.51,-2.99,-0.06,-2.55,-0.91,-2.45,-1.53,-2.21
2024,1,1.13,-1.57,0.69,-2.23,0.43,-2.54,-0.76,-3.08,-1.27,-1.24
2024,2,0.7,-1.34,0.48,-1.79,0.51,-2.48,-0.36,-2.41,-1.11,-1.65
2024,3,0.68,-1.54,0.91,-1.66,0.51,-2.99,-0.06,-2.55,-0.91,-2.45
2024,4,0.78,-2.11,1.13,-1.57,0.69,-2.23,0.43,-2.54,-0.76,-3.08
2024,5,0.34,-2.98,0.7,-1.34,0.48,-1.79,0.51,-2.48,-0.36,-2.41
2024,6,0.12,-3.15,0.68,-1.54,0.91,-1.66,0.51,-2.99,-0.06,-2.55
2024,7,-0.24,-3.01,0.78,-2.11,1.13,-1.57,0.69,-2.23,0.43,-2.54
2024,8,-0.72,-2.91,0.34,-2.98,0.7,-1.34,0.48,-1.79,0.51,-2.48
2024,9,-0.73,-3.56,0.12,-3.15,0.68,-1.54,0.91,-1.66,0.51,-2.99
2024,10,-0.65,-3.8,-0.24,-3.01,0.78,-2.11,1.13,-1.57,0.69,-2.23
2024,11,-0.51,-3.13,-0.72,-2.91,0.34,-2.98,0.7,-1.34,0.48,-1.79
2024,12,-0.68,-2.03,-0.73,-3.56,0.12,-3.15,0.68,-1.54,0.91,-1.66
