fold,pr_auc,roc_auc
1,0.8524961593252496,0.8319091183271338
2,0.886579496182182,0.8732003031068452
3,0.8811320628079828,0.8736008873651306
4,0.7177342595347509,0.790983606557377
5,0.8268693589575823,0.8059901428029825
6,0.811903475512243,0.8327637275005696
7,0.8834709461259362,0.8550768608414239
8,0.8593139045821441,0.8740151515151515
9,0.8022704015074233,0.8191284030881756
10,0.8335027788539546,0.8111624919717405
