fold,pr_auc,roc_auc
1,0.8872228818071763,0.9036801453884598
2,0.925936270276368,0.8968098790841266
3,0.8563774098948336,0.8723325125679696
4,0.9195672515633668,0.9186119794292629
5,0.856150216182867,0.8903438649917523
6,0.8730216381916872,0.8727456940222897
7,0.8448906539003945,0.8529539586369098
8,0.9036426200241217,0.9023989898989899
9,0.8981401863095371,0.9114964675658317
10,0.9152481864824815,0.9205554290917368
