fold,pr_auc,roc_auc
1,0.8589286478356958,0.8246806970370754
2,0.8194488569170574,0.8723587866108785
3,0.8043518132521417,0.8039639820916544
4,0.7426431952633232,0.7374868083823308
5,0.7974761232123818,0.8267857142857142
6,0.7016185858697088,0.7815571253071253
7,0.8924544282507907,0.8636423198888801
8,0.8674527166939652,0.8408326377823304
9,0.839302899689227,0.8095111516164147
10,0.8506828317122099,0.8545167004048583
