fold,pr_auc,roc_auc
1,0.8768234133405175,0.8442266921764311
2,0.8302882374529708,0.8877353556485356
3,0.8463060977523993,0.853061019165954
4,0.7945943210695812,0.7924016282225237
5,0.8493311057143329,0.8722049689440995
6,0.758533295200443,0.8378634316134317
7,0.9085292621636398,0.8747805120947664
8,0.8856828306402762,0.8659483521764424
9,0.8360018138488443,0.8103339155970735
10,0.8599501741353578,0.8682059716599191
