fold,pr_auc,roc_auc
1,0.8798001167128029,0.8221202567278458
2,0.7475068521607292,0.7511278195488722
3,0.8533973053231215,0.8713504647348278
4,0.7873394682643431,0.787926029459198
5,0.7943009840490501,0.8064394347966779
6,0.8370904920724795,0.8396856158484066
7,0.8538012906412795,0.8352297123228853
8,0.8191118880695167,0.8162725407623367
9,0.9029941602542679,0.9114963503649636
10,0.8414778463147917,0.836417428725121
