fold,pr_auc,roc_auc
1,0.876252921581671,0.898024827863497
2,0.8923661150144983,0.8989012376862845
3,0.9239074998815755,0.8877049180327867
4,0.9488797115071356,0.930360928693314
5,0.9503713400550422,0.9327596303179978
6,0.8944033294896564,0.8967308859223301
7,0.8866632241920298,0.9115878310086921
8,0.8449828583047148,0.8668677294269711
9,0.8355862168159047,0.8578156565656566
10,0.8817956661434126,0.9205806187815184
