fold,pr_auc,roc_auc
1,0.8687840366807691,0.865424248517141
2,0.9019577527004443,0.8876736549633746
3,0.9019434010501852,0.8942976706665322
4,0.8607258777493454,0.9030142781597039
5,0.9009333896197121,0.89488184001011
6,0.9062631105565894,0.9262043998886104
7,0.9325885468328011,0.921217637540453
8,0.8784809185829626,0.8960858585858585
9,0.8593414476954431,0.8775904104022757
10,0.942676454318389,0.9295054592164418
