fold,pr_auc,roc_auc
1,0.9337777379687603,0.9355974557019536
2,0.8784333938700114,0.8970913848631239
3,0.8818180766670518,0.9052007899934167
4,0.8724977518231153,0.8938772944430475
5,0.9190625880481591,0.8844685080560788
6,0.9013038497166932,0.9113313586997797
7,0.9068944498939487,0.8798513513513514
8,0.9128788667687956,0.9140836175318934
9,0.8798454782530747,0.8917273094804933
10,0.866529905941439,0.9104175321977566
