fold,pr_auc,roc_auc
1,0.8545401160343513,0.8578536163281926
2,0.8559857891771823,0.8824138824138823
3,0.886648393114332,0.901052765093861
4,0.9030117387567014,0.9235506693133811
5,0.918196350976874,0.8937573156457277
6,0.9120882572520578,0.9267329255861366
7,0.9343572474147857,0.9048262343716889
8,0.9356734942930619,0.9355769230769231
9,0.8873534760042974,0.8948818400101098
10,0.8304206960730659,0.8809921116504853
