fold,pr_auc,roc_auc
1,0.7640615095304499,0.8073064059686135
2,0.8931270484887551,0.8579336734693878
3,0.7702565730385299,0.8001771110069281
4,0.8590424325496349,0.8728109903381642
5,0.8489450418627149,0.8445623342175067
6,0.8436498026745511,0.8599822086669209
7,0.9043447281370586,0.8724924012158056
8,0.8346372127010403,0.8425385761547592
9,0.8451767208446018,0.8518386834620073
10,0.879690624571277,0.8830066680137402
